author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground;residential_complex
Елена Малафеева;realtor;https://www.cian.ru/rent/flat/302161895/;Москва;rent;flat;3;11;3;100.0;250000;0;Тверской;1-й Волконский переулок;15;Цветной бульвар;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/296386799/;Москва;rent;flat;7;14;3;111.0;255000;0;Замоскворечье;Мытная ;7с1;Серпуховская;
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/300834051/;Москва;rent;flat;10;12;3;130.0;260000;0;Замоскворечье;Климентовский переулок;2;Новокузнецкая;
Penny Lane Realty;real_estate_agent;https://www.cian.ru/rent/flat/301358497/;Москва;rent;flat;13;18;3;93.0;260000;0;Беговой;Ленинградский проспект;29к3;Динамо;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/298807747/;Москва;rent;flat;10;12;3;130.0;260000;0;Замоскворечье;Климентовский переулок;2;Новокузнецкая;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/301648844/;Москва;rent;flat;19;23;3;83.0;260000;0;Можайский;Гжатская ;5к8;Давыдково;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/298722561/;Москва;rent;flat;10;12;3;130.0;260000;0;Замоскворечье;Климентовский переулок;2;Новокузнецкая;
PANDA ESTATE;real_estate_agent;https://www.cian.ru/rent/flat/301261508/;Москва;rent;flat;13;17;3;93.0;260000;0;Беговой;Ленинградский проспект;29к3;Динамо;
Валерия Архипова;realtor;https://www.cian.ru/rent/flat/302488510/;Москва;rent;flat;8;14;3;78.0;260000;0;Тверской; Чаянова;24;Новослободская;
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/rent/flat/302016686/;Москва;rent;flat;21;25;3;113.5;270000;0;Раменки; Янковского;1к1;Аминьевская;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/298794274/;Москва;rent;flat;3;15;3;80.0;270000;0;Замоскворечье;Большой Строченовский переулок;9;Павелецкая;
Vershina Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302389671/;Москва;rent;flat;5;6;3;140.0;270000;0;Мещанский;переулок Большой Головин;2;Трубная;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/298214876/;Москва;rent;flat;3;15;3;80.0;270000;0;Замоскворечье;Большой Строченовский переулок;9;Павелецкая;
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/298786762/;Москва;rent;flat;3;15;3;85.0;270000;0;Замоскворечье;Большой Строченовский переулок;9;Павелецкая;
PANDA ESTATE;real_estate_agent;https://www.cian.ru/rent/flat/302079851/;Москва;rent;flat;6;13;3;75.0;270000;0;Филевский парк; Василисы Кожиной;13;Парк Победы;
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/300297056/;Москва;rent;flat;13;17;3;93.0;270000;0;Беговой;Ленинградский проспект;29к3;Динамо;
Penny Lane Realty;real_estate_agent;https://www.cian.ru/rent/flat/298846397/;Москва;rent;flat;10;12;3;130.0;270000;0;Замоскворечье;Климентовский переулок;2;Новокузнецкая;
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/291212413/;Москва;rent;flat;7;21;3;98.0;270000;0;Беговой;Ленинградский проспект;29к2;Динамо;
Евгений Борисов;realtor;https://www.cian.ru/rent/flat/301315822/;Москва;rent;flat;5;6;3;98.0;275000;0;Пресненский;Трехпрудный переулок;11/13С1;Маяковская;
Эльмира Гуряева;realtor;https://www.cian.ru/rent/flat/299647470/;Москва;rent;flat;3;6;3;88.0;280000;0;Тверской;Долгоруковская ;25к2;Новослободская;
Ashtons International Realty;real_estate_agent;https://www.cian.ru/rent/flat/301015584/;Москва;rent;flat;3;9;3;100.0;280000;0;Пресненский;Малая Никитская ;16/5;Баррикадная;
Immo;real_estate_agent;https://www.cian.ru/rent/flat/301624091/;Москва;rent;flat;5;7;3;115.0;280000;0;Пресненский;Малая Никитская ;10;Баррикадная;
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/302083773/;Москва;rent;flat;3;8;3;125.0;280000;0;Хамовники;1-й Зачатьевский переулок;5;Парк Культуры;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/297708925/;Москва;rent;flat;3;9;3;100.0;280000;0;Пресненский;Малая Никитская ;16/5;Баррикадная;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/300945454/;Москва;rent;flat;5;6;3;112.0;280000;0;Якиманка; Большая Полянка;61С2;Добрынинская;
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/298735277/;Москва;rent;flat;3;9;3;100.0;280000;0;Пресненский;Малая Никитская ;16/5;Баррикадная;
Светлана Паскал;realtor;https://www.cian.ru/rent/flat/301380663/;Москва;rent;flat;11;13;3;80.5;280000;0;Пресненский;Большая Садовая ;5к2;Маяковская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/287570960/;Москва;rent;flat;2;5;3;132.0;290000;0;Хамовники;Курсовой переулок;8/2;Кропоткинская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/300653568/;Москва;rent;flat;5;5;3;73.0;290000;0;Тверской; Петровка;26С3;Пушкинская;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/299760037/;Москва;rent;flat;5;5;3;73.0;290000;0;Тверской; Петровка;26С3;Пушкинская;
Александра Арбатова;realtor;https://www.cian.ru/rent/flat/267139121/;Москва;rent;flat;24;38;3;154.2;290000;0;Раменки;Мосфильмовская ;70к3;Ломоносовский проспект;
MC REALTY;real_estate_agent;https://www.cian.ru/rent/flat/279738260/;Москва;rent;flat;60;78;3;84.0;290000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;
ИП Исмаилов А. А.;real_estate_agent;https://www.cian.ru/rent/flat/301045051/;Москва;rent;flat;7;21;3;110.0;290000;0;Раменки;Мосфильмовская ;88к2с4;Раменки;
Семейные Инвестиции;real_estate_agent;https://www.cian.ru/rent/flat/299743430/;Москва;rent;flat;5;5;3;73.0;290000;0;Тверской; Петровка;26С3;Пушкинская;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/298653802/;Москва;rent;flat;1;11;3;115.0;295000;0;Дорогомилово;Кутузовский проспект;30;Кутузовская;
MC REALTY;real_estate_agent;https://www.cian.ru/rent/flat/281926586/;Москва;rent;flat;54;78;3;98.0;294000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;
Маргарита Зиннатуллина;realtor;https://www.cian.ru/rent/flat/302494312/;Москва;rent;flat;7;7;3;100.0;299999;0;Арбат;Кривоарбатский переулок;16/22;Смоленская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302350164/;Москва;rent;flat;5;5;3;72.0;300000;0;Тверской; Петровка;26С3;Пушкинская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301803515/;Москва;rent;flat;9;17;3;100.0;300000;0;Донской; Орджоникидзе;1;Шаболовская;
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/299692158/;Москва;rent;flat;7;7;3;112.0;300000;0;Пресненский;Садовая-Кудринская ;23С1;Маяковская;
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/299470944/;Москва;rent;flat;5;12;3;115.0;300000;0;Тверской;1-й Тверской-Ямской переулок;11;Маяковская;
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/285777234/;Москва;rent;flat;19;20;3;157.0;300000;0;Раменки;Мосфильмовская ;70к4;Ломоносовский проспект;
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/300153833/;Москва;rent;flat;5;6;3;112.0;300000;0;Якиманка; Большая Полянка;61С2;Добрынинская;
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/300834050/;Москва;rent;flat;5;24;3;110.0;300000;0;Таганский;Котельническая набережная;1/15кВ;Таганская;
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/301359168/;Москва;rent;flat;34;75;3;107.0;300000;0;Пресненский;набережная Пресненская;8с1;Деловой центр;
ID 22048;realtor;https://www.cian.ru/rent/flat/301289151/;Москва;rent;flat;3;6;3;146.0;300000;0;Тверской;1-й Колобовский переулок;18;Трубная;
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/301116082/;Москва;rent;flat;10;17;3;88.0;300000;0;Беговой;Северный ао;к3;Белорусская;
Александр Мызенков;realtor;https://www.cian.ru/rent/flat/228056179/;Москва;rent;flat;21;22;3;250.0;300000;0;Красносельский;Грохольский переулок;28;Проспект Мира;
Immo;real_estate_agent;https://www.cian.ru/rent/flat/301833624/;Москва;rent;flat;5;6;3;146.3;300000;0;Арбат;Поварская ;22;Арбатская;
Надежда Трусова;realtor;https://www.cian.ru/rent/flat/301270465/;Москва;rent;flat;6;6;3;98.0;300000;0;Якиманка; Большая Полянка;4/10;Полянка;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/302401735/;Москва;rent;flat;5;32;3;96.0;300000;0;Таганский;Котельническая набережная;1/15кА;Таганская;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/301259885/;Москва;rent;flat;8;36;3;104.0;300000;0;Раменки;Минская ;2;Минская;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/300872356/;Москва;rent;flat;3;14;3;80.0;300000;0;Замоскворечье;Большой Строченовский переулок;9;Павелецкая;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/299610539/;Москва;rent;flat;7;7;3;115.0;300000;0;Пресненский;Садовая-Кудринская ;23С1;Маяковская;
Vmestate Commercial;real_estate_agent;https://www.cian.ru/rent/flat/300572232/;Москва;rent;flat;7;7;3;105.0;300000;0;Пресненский;Садовая-Кудринская ;23С1;Маяковская;
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/rent/flat/302016689/;Москва;rent;flat;21;25;3;113.5;300000;0;Раменки; Янковского;1к1;Аминьевская;
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/300578771/;Москва;rent;flat;7;29;3;110.0;300000;0;Якиманка;Мытная ;40к4;Октябрьская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302350426/;Москва;rent;flat;6;7;3;90.0;300000;0;Пресненский;Малая Никитская ;2/1С1;Арбатская;
Михаил Басманов;realtor;https://www.cian.ru/rent/flat/301807579/;Москва;rent;flat;13;34;3;69.0;300000;0;Дорогомилово;Поклонная ;9;Поклонная;
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302346613/;Москва;rent;flat;3;7;3;125.0;300000;0;Хамовники;1-й Зачатьевский переулок;5;Парк Культуры;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/300640206/;Москва;rent;flat;7;7;3;105.0;300000;0;Пресненский;Садовая-Кудринская ;23С1;Маяковская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/300694189/;Москва;rent;flat;5;6;3;110.0;300000;0;Якиманка; Большая Полянка;61С2;Добрынинская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/300015349/;Москва;rent;flat;7;7;3;115.0;300000;0;Пресненский;Садовая-Кудринская ;23С1;Маяковская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302129381/;Москва;rent;flat;7;8;3;97.0;300000;0;Арбат;Кривоарбатский переулок;16/22;Смоленская;
Мария Слепендяева;realtor;https://www.cian.ru/rent/flat/296688902/;Москва;rent;flat;8;20;3;93.0;300000;0;Пресненский;Средний Тишинский переулок;5;Белорусская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301169012/;Москва;rent;flat;5;12;3;110.0;300000;0;Таганский;Котельническая набережная;1/15кВ;Таганская;
Novel Estates;real_estate_agent;https://www.cian.ru/rent/flat/300660747/;Москва;rent;flat;10;17;3;85.0;300001;0;Беговой; 1-я Ямского Поля;1к1;Белорусская;
EstateLiga;real_estate_agent;https://www.cian.ru/rent/flat/302032349/;Москва;rent;flat;8;19;3;82.4;300000;0;Хорошево-Мневники;Шелепихинская набережная;34к1;Шелепиха;
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/300270142/;Москва;rent;flat;5;5;3;112.0;300000;0;Якиманка; Большая Полянка;61С2;Добрынинская;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/300943876/;Москва;rent;flat;8;44;3;104.0;300000;0;Раменки;Минская ;2;Минская;
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/302085708/;Москва;rent;flat;7;7;3;105.0;300000;0;Пресненский;Садовая-Кудринская ;23С1;Маяковская;
Chase R.E.S.;real_estate_agent;https://www.cian.ru/rent/flat/300706281/;Москва;rent;flat;5;6;3;109.0;300000;0;Якиманка; Большая Полянка;61С2;Добрынинская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301964719/;Москва;rent;flat;6;10;4;160.0;250000;0;Тверской;Цветной бульвар;15к2;Цветной бульвар;
ID 244558;realtor;https://www.cian.ru/rent/flat/301957818/;Москва;rent;flat;3;8;3;80.0;300000;0;Пресненский;Новинский бульвар;25к1;Баррикадная;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/297240684/;Москва;rent;flat;9;10;4;145.0;320000;0;Пресненский;Студенецкий переулок;3;Улица 1905 года;
Las Vegas;real_estate_agent;https://www.cian.ru/rent/flat/302060075/;Москва;rent;flat;8;11;3;120.0;350000;0;Дорогомилово;Кутузовский проспект;12;Москва-Сити;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302214161/;Москва;rent;flat;7;12;4;133.0;400000;0;Якиманка; Серафимовича;2;Боровицкая;
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/301137934/;Москва;rent;flat;5;5;5;222.0;250000;0;Тверской;переулок Столешников;9С1;Чеховская;
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302313600/;Москва;rent;flat;7;50;4;100.0;200000;0;Пресненский;Шмитовский проезд;39;Шелепиха;
ID 115499728;homeowner;https://www.cian.ru/rent/flat/300886481/;Москва;rent;flat;5;7;4;97.0;250000;0;Пресненский;Большой Козихинский переулок;19/6;Пушкинская;
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302181769/;Москва;rent;flat;6;33;1;25.0;41900;0;Нижегородский;Перовское шоссе;2к2;Нижегородская;
Мария Язвенко;realtor;https://www.cian.ru/rent/flat/302515124/;Москва;rent;flat;15;17;1;38.0;48000;0;Новокосино;Новокосинская ;47;Новокосино;
Альфия Аминова;realtor;https://www.cian.ru/rent/flat/287639159/;Москва;rent;flat;3;10;1;38.0;36000;0;Новокосино;Суздальская ;8К4;Новокосино;
Александр Самойлов;realtor;https://www.cian.ru/rent/flat/266141159/;Москва;rent;flat;8;9;1;25.0;40000;0;Теплый Стан; Теплый Стан;21К4;Тёплый Стан;
Олег Токарь;realtor;https://www.cian.ru/rent/flat/302515619/;Москва;rent;flat;2;25;1;38.0;45000;0;Митино;Митинская ;53;Пятницкое шоссе;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/302305140/;Москва;rent;flat;12;24;1;44.0;55000;0;Северное Тушино;Туристская ;33К2;Планерная;
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302514181/;Москва;rent;flat;20;27;2;42.0;80000;0;Очаково-Матвеевское;Аминьевское шоссе;4Дк2;Аминьевская;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302183176/;Москва;rent;flat;4;5;2;45.0;70000;0;Аэропорт;2-й Балтийский переулок;4А;Красный Балтиец;
Суламит-НГС;real_estate_agent;https://www.cian.ru/rent/flat/300680754/;Москва;rent;flat;12;19;2;60.7;70000;0;; Бориса Пастернака;17;Рассказовка;
Финист;real_estate_agent;https://www.cian.ru/rent/flat/254603930/;Москва;rent;flat;7;14;2;42.0;40000;0;Савёлки;Зеленоград;к613;Зеленоград — Крюково;
ID 186926;unknown;https://www.cian.ru/rent/flat/302391724/;Москва;rent;flat;12;17;2;54.0;44000;0;; 3-я Нововатутинская;6;Коммунарка;
СТОЛИЦА. Москва и МО;real_estate_agent;https://www.cian.ru/rent/flat/300590762/;Москва;rent;flat;2;9;2;45.0;43000;0;Гольяново;Уссурийская ;1К2;Щёлковская;
Олеся Кежаева;realtor;https://www.cian.ru/rent/flat/302211963/;Москва;rent;flat;5;9;2;42.0;40000;0;Восточное Дегунино;Дубнинская ;10К1;Дегунино;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302511923/;Москва;rent;flat;4;12;2;45.0;55000;0;Печатники;Шоссейная ;13;Печатники;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302507308/;Москва;rent;flat;4;9;2;50.0;56000;0;Текстильщики;Грайвороновская ;16К3;Текстильщики;
Сергей Леоненко;realtor;https://www.cian.ru/rent/flat/277360177/;Москва;rent;flat;5;8;2;85.0;230000;0;Тверской;Тверская ;6С1;Охотный ряд;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302499813/;Москва;rent;flat;5;5;2;50.0;60000;0;Можайский;Гвардейская ;6;Кунцевская;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302508152/;Москва;rent;flat;4;5;2;50.0;45000;0;Перово; Лазо;8;Перово;
ID 78198134;unknown;https://www.cian.ru/rent/flat/302079525/;Москва;rent;flat;3;21;2;85.0;145000;0;Раменки;Мосфильмовская ;88к2с7;Раменки;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302504607/;Москва;rent;flat;17;31;2;60.0;50000;0;Южное Бутово; Поляны;5;Улица Скобелевская;
ID 116928243;realtor;https://www.cian.ru/rent/flat/302415353/;Москва;rent;flat;12;14;2;70.0;110000;0;Ломоносовский;проспект Вернадского;21К1;Университет;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302499101/;Москва;rent;flat;4;21;2;60.0;85000;0;Новогиреево;Свободный проспект;25/27;Новогиреево;
Паскаль;real_estate_agent;https://www.cian.ru/rent/flat/302500914/;Москва;rent;flat;33;38;2;40.0;85000;0;Раменки;Мосфильмовская ;98к1;Аминьевская;
Никита Галыгин;realtor;https://www.cian.ru/rent/flat/302443976/;Москва;rent;flat;8;12;2;42.0;40000;0;Внуково; Рассказовская;28;Аэропорт Внуково;
Каскад;real_estate_agent;https://www.cian.ru/rent/flat/302450015/;Москва;rent;flat;1;5;2;43.0;55000;0;Савеловский;1-я Хуторская ;5;Дмитровская;
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302500949/;Москва;rent;flat;8;9;2;47.0;55000;0;;проспект Магеллана;1;Прокшино;
ID 114149269;homeowner;https://www.cian.ru/rent/flat/301645546/;Москва;rent;flat;12;17;2;50.0;65000;0;; Ясная;1;Коммунарка;
ID 91316823;realtor;https://www.cian.ru/rent/flat/301002210/;Москва;rent;flat;3;12;2;55.0;60000;0;Орехово-Борисово Южное;Шипиловский проезд;61К2;Домодедовская;
ID 56002361;unknown;https://www.cian.ru/rent/flat/300988012/;Москва;rent;flat;20;37;2;68.0;105000;0;Хорошевский;Хорошевское шоссе;12к1;Беговая;
ID 48464686;realtor;https://www.cian.ru/rent/flat/302415151/;Москва;rent;flat;8;17;2;66.0;95000;0;Нижегородский; Нижняя Хохловка;8;Нижегородская;
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/301209522/;Москва;rent;flat;8;40;2;43.0;145000;0;Хорошевский;Ленинградский проспект;37/7;Аэропорт;
Суламит-НГС;real_estate_agent;https://www.cian.ru/rent/flat/289733228/;Москва;rent;flat;15;17;2;58.0;70000;0;Чертаново Северное;Балаклавский проспект;3;Чертановская;
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302227372/;Москва;rent;flat;13;14;2;53.0;65000;0;Очаково-Матвеевское;Озерная ;19К2;Озёрная;
ID 12457325;realtor;https://www.cian.ru/rent/flat/302218670/;Москва;rent;flat;8;12;2;48.0;60000;0;Котловка;Нагорная ;25К2;Нагорная;
EstateLiga;real_estate_agent;https://www.cian.ru/rent/flat/302227706/;Москва;rent;flat;9;15;2;66.0;64000;0;Бирюлево Восточное;6-я Радиальная ;3к5;Царицыно;
СВОЙ ДОМ;real_estate_agent;https://www.cian.ru/rent/flat/301894319/;Москва;rent;flat;4;12;2;46.0;43000;0;Орехово-Борисово Южное;Тамбовская ;8К1;Красногвардейская;
EstateLiga;real_estate_agent;https://www.cian.ru/rent/flat/300990069/;Москва;rent;flat;5;20;2;61.0;90000;0;Левобережный;;В2;Беломорская;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/rent/flat/301721939/;Москва;rent;flat;12;25;2;47.0;64500;0;Некрасовка; Маресьева;7к2;Некрасовка;
ID 88506099;homeowner;https://www.cian.ru/rent/flat/302487324/;Москва;rent;flat;8;13;2;46.8;134900;0;Замоскворечье;3-й Люсиновский переулок;1С1;Серпуховская;
MERSI;real_estate_agent;https://www.cian.ru/rent/flat/302300318/;Москва;rent;flat;11;17;2;46.0;250000;0;Беговой;Ленинградский проспект;вл8;Белорусская;
Диана Товт;realtor;https://www.cian.ru/rent/flat/302502898/;Москва;rent;flat;2;5;2;48.8;40000;0;Текстильщики;Люблинская ;21А;Текстильщики;
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/302515890/;Москва;rent;flat;1;5;2;50.0;35000;0;Нагатино-Садовники;Варшавское шоссе;59К2;Нагатинская;
Холдинг Профи;real_estate_agent;https://www.cian.ru/rent/flat/285613903/;Москва;rent;flat;11;22;2;54.0;135000;0;Левобережный;Ленинградское шоссе;69к2;Беломорская;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/rent/flat/301812215/;Москва;rent;flat;3;9;2;90.0;150000;0;Дорогомилово; 1812 года;3;Парк Победы;
Андрей Липкин;realtor;https://www.cian.ru/rent/flat/283050972/;Москва;rent;flat;13;17;2;54.0;35000;0;Крюково;Зеленоград;к1457;;
Flat One;real_estate_agent;https://www.cian.ru/rent/flat/296524690/;Москва;rent;flat;45;68;2;75.7;550000;0;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;
SKYLINE MOSCOW CITY;real_estate_agent;https://www.cian.ru/rent/flat/297817528/;Москва;rent;flat;42;78;2;60.0;250000;0;Пресненский;1-й Красногвардейский проезд;22с2;Деловой центр;
RENT_BAND;real_estate_agent;https://www.cian.ru/rent/flat/301187545/;Москва;rent;flat;50;95;2;100.0;315000;0;Пресненский;набережная Пресненская;12;Деловой центр;
ID 146950;realtor;https://www.cian.ru/rent/flat/211696444/;Москва;rent;flat;12;21;2;110.0;120000;0;Тропарево-Никулино;проспект Вернадского;92К1;Юго-Западная;
ID 85596415;homeowner;https://www.cian.ru/rent/flat/302233019/;Москва;rent;flat;27;51;2;60.0;120000;0;Обручевский;Ленинский проспект;111к1;Новаторская;
Flat One;real_estate_agent;https://www.cian.ru/rent/flat/296516259/;Москва;rent;flat;21;78;2;65.5;240000;0;Пресненский;1-й Красногвардейский проезд;22с2;Деловой центр;
Светлана Лазарева;realtor;https://www.cian.ru/rent/flat/301230160/;Москва;rent;flat;4;12;2;56.0;250000;0;Аэропорт;Ленинградский проспект;36с39;;
ID 89182223;homeowner;https://www.cian.ru/rent/flat/288870345/;Москва;rent;flat;2;9;2;55.0;52000;0;Метрогородок;Открытое шоссе;23К1;Бульвар Рокоссовского;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/302072726/;Москва;rent;flat;2;7;2;62.0;110000;0;Филевский парк;Багратионовский проезд;1С2;Фили;
ID 76095317;homeowner;https://www.cian.ru/rent/flat/291064382/;Москва;rent;flat;1;12;2;51.1;65000;0;Орехово-Борисово Южное;Каширское шоссе;140;Домодедовская;
ID 17084546;homeowner;https://www.cian.ru/rent/flat/231594177/;Москва;rent;flat;15;30;2;54.0;100000;0;Богородское;Погонный проезд;3ак4;Белокаменная;
FUSION real estate;real_estate_agent;https://www.cian.ru/rent/flat/302255020/;Москва;rent;flat;6;8;2;45.0;85000;0;Аэропорт;Часовая ;26;Красный Балтиец;
ID 85493666;homeowner;https://www.cian.ru/rent/flat/301703248/;Москва;rent;flat;2;5;2;59.5;100000;0;Можайский; Толбухина;12К1;Сетунь;
ID 100559158;homeowner;https://www.cian.ru/rent/flat/284514262/;Москва;rent;flat;6;14;2;60.0;90000;0;Дмитровский;Яхромская ;6;Яхромская;
Евгений Варлыгин;realtor;https://www.cian.ru/rent/flat/301718660/;Москва;rent;flat;2;9;2;40.0;33000;0;Матушкино;Зеленоград;к145;;
ID 81038114;homeowner;https://www.cian.ru/rent/flat/265818833/;Москва;rent;flat;20;20;2;75.0;110000;0;Обручевский; Академика Волгина;8Ак1;Беляево;
ID 11287316;unknown;https://www.cian.ru/rent/flat/302515855/;Москва;rent;flat;4;5;2;41.0;48000;0;Коптево;Коптевский бульвар;16К3;Коптево;
EMPIRE HOME;real_estate_agent;https://www.cian.ru/rent/flat/302507645/;Москва;rent;flat;4;5;2;59.0;56000;0;Перово;Мартеновская ;7;Новогиреево;
ГОРОДА;real_estate_agent;https://www.cian.ru/rent/flat/302150065/;Москва;rent;flat;13;14;2;54.0;65000;0;Северное Бутово;Старобитцевская ;21К1;Бульвар Дмитрия Донского;
Марина Соколова;realtor;https://www.cian.ru/rent/flat/302309343/;Москва;rent;flat;8;9;3;59.0;48000;0;Ясенево;проезд Карамзина;1К1;Ясенево;
ID 18835544;official_representative;https://www.cian.ru/rent/flat/278259141/;Москва;rent;flat;8;12;3;205.0;1800000;0;Тверской; Охотный Ряд;2;Охотный ряд;
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/rent/flat/301299190/;Москва;rent;flat;30;73;3;220.0;800000;0;Пресненский;набережная Пресненская;8с1;Деловой центр;
ФЛЭТВИЛЬ;real_estate_agent;https://www.cian.ru/rent/flat/301906518/;Москва;rent;flat;2;9;3;57.3;57000;0;Головинский;Ленинградское шоссе;86;Речной вокзал;
ID 18835544;official_representative;https://www.cian.ru/rent/flat/285274870/;Москва;rent;flat;4;12;3;170.0;1800000;0;Тверской; Охотный Ряд;2;Охотный ряд;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/299773747/;Москва;rent;flat;2;6;3;164.0;1500000;0;Хамовники;Курсовой переулок;10/1;Кропоткинская;
ID 106577713;homeowner;https://www.cian.ru/rent/flat/298049884/;Москва;rent;flat;26;44;3;70.0;199999;0;Пресненский;Ходынская ;2;Улица 1905 года;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302136195/;Москва;rent;flat;14;14;3;86.0;220000;0;Таганский;Сосинская ;6;Пролетарская;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301421550/;Москва;rent;flat;13;39;3;68.0;300000;0;Дорогомилово;Поклонная ;9;Поклонная;
Квартирный центр;real_estate_agent;https://www.cian.ru/rent/flat/302397093/;Москва;rent;flat;9;9;3;58.0;65000;0;Котловка;Севастопольский проспект;14к1;Крымская;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300466113/;Москва;rent;flat;4;13;3;133.0;450000;0;Арбат; Новый Арбат;32;Смоленская;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302074070/;Москва;rent;flat;15;21;3;85.0;400000;0;Пресненский;Мантулинская ;9к5;Москва-Сити;
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302218021/;Москва;rent;flat;21;32;3;62.0;80000;0;Метрогородок;Открытое шоссе;18Ак1;Бульвар Рокоссовского;
